block_number,experimental_condition,condition_item,task_type,task_id,MCQ_response_unprocessed,reaction_time_MCQ,score_TEST,reaction_time_TEST,BI_score,BI_score_TaskType,BI_score_TaskID,BI_score_ParticipantID,BI_score_TaskType_ParticipantID,affinity_score,age,gender,education_level (third grade),social_media_hours (daily),verbal_intelligence,participant_identification
3,F,F1,RAT,R5,incorrect,28.1414497,0.119410136,14.5187907,0.051912931,-0.071784633,-0.136025511,-0.130699054,-0.231356508,2,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
4,F,F11,RAT,R8,incorrect,32.6248317,0.05140749,10.22235,0.029491088,0.402948033,0.319202418,-0.138763619,0.324554655,4,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
4,F,F12,Insight,I8,correct,32.2558303,0.75,113.9233187,-1.073460926,-0.844071555,-0.125282293,-1.50624816,-1.365683615,2,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
4,F,F9,Insight,I12,incorrect,23.2408563,0,17.5127814,-0.223353954,-0.129173626,-0.220718797,-0.401462575,-0.705784281,4,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
4,F,F6,RAT,R2,correct,13.3071256,0.11191861,9.6138941,0.148640876,0.643566764,0.761109835,-0.023681567,0.672404509,1,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
5,DFU,DFU2,Insight,I6,correct,37.2575257,1,30.9539416,1.219749433,1.252210808,0.638223225,0.928248326,0.822699279,3,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
5,DFU,DFU11,Insight,I2,correct,46.1906731,1,16.2877947,1.548041773,1.54966925,2.124474277,1.285359042,1.129556757,3,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
5,DFU,DFU10,Insight,I9,correct,50.3103837,0.25,69.8973022,-0.95995423,-0.778135799,-0.882420069,-1.262741572,-1.349389636,7,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
5,DFU,DFU1,RAT,R10,correct,23.2820122,0.091497744,10.0673641,0.102876756,0.525238874,1.187251504,-0.068560506,0.507840337,5,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
6,DFU,DFU8,Insight,I3,incorrect,37.7833234,1,11.6406524,1.652065088,1.64392248,0.732822093,1.398513801,1.226788182,3,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
6,DFU,DFU7,RAT,R9,correct,31.2383559,0.071302097,16.9019097,-0.085330893,-0.547268275,-0.930199247,-0.268441116,-0.869011481,1,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
6,DFU,DFU3,Insight,I7,correct,29.557473,1,19.3375989,1.479773852,1.487813194,1.472664091,1.211098381,1.065746185,3,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
6,DFU,DFU9,RAT,R3,correct,19.7277884,0.047387639,18.8738615,-0.171177997,-0.901427335,-0.884320887,-0.356082917,-1.335669435,7,19,Vrouw,ASO/doorstroomfinaliteit,6.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
1,F,F1,Insight,I12,correct,66.0158616,1,21.2580636,1.436785476,1.448862375,1.109481011,1.139409073,1.074786054,7,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
1,F,F9,RAT,R11,correct,81.0841036,0.133460986,11.9835546,0.133166907,0.342270444,1.147403131,-0.064689347,0.878503322,6,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
1,F,F5,RAT,R2,correct,37.5016858,0,20.0184169,-0.279441006,-1.18981639,-1.347934913,-0.463263624,-0.912236627,6,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
1,F,F11,Insight,I7,correct,53.3321118,0.25,41.6025449,-0.326594143,-0.204262205,-0.415419888,-0.541714384,-0.808091866,4,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
2,F,F12,RAT,R9,correct,43.2401574,0.087394491,16.5693324,-0.049821627,-0.457728189,-0.848536109,-0.243081754,-0.084010773,7,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
2,F,F3,Insight,I4,incorrect,34.6923595,1,17.9042037,1.511859489,1.516885281,1.104466892,1.214941716,1.136169515,1,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
2,F,F4,RAT,R7,correct,41.6976941,0.054446257,19.1181572,-0.164336346,-0.920530153,-0.815824112,-0.354209205,-0.633507415,7,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
2,F,F7,RAT,R4,correct,51.9849478,1,15.9893143,1.554723067,1.884986556,0.986529553,1.258067148,1.83066299,7,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
3,F,F2,Insight,I2,incorrect,30.6067434,0,39.8406859,-0.723149849,-0.582027654,-0.214459243,-0.909683095,-1.27935455,7,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
3,F,F8,Insight,I1,incorrect,34.0967738,1,22.9515908,1.39887695,1.414514296,1.180499442,1.101268963,1.043790555,7,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
3,F,F6,Insight,I3,incorrect,41.6799742,1,17.0717295,1.530493893,1.533769503,0.569985212,1.233689958,1.151405735,7,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
3,F,F10,RAT,R1,correct,45.5016565,0,20.0126478,-0.279311868,-1.188953218,-1.158752647,-0.463133697,-0.911140333,7,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
4,DFU,DFU9,Insight,I6,correct,33.6447733,1,37.3396736,1.076808897,1.122695543,0.430314238,0.777233389,0.78045507,3,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
4,DFU,DFU3,Insight,I9,correct,26.070639,0.75,111.2545089,-1.013721322,-0.789942818,-0.748456147,-1.295058367,-1.075867685,7,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
4,DFU,DFU10,RAT,R12,correct,20.851751,1,7.6884746,1.740532067,3.126957492,4.432156249,1.44501126,3.408059857,2,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
4,DFU,DFU5,Insight,I5,correct,24.6836266,1,12.3749512,1.635628278,1.629029449,2.898462775,1.339466612,1.237367736,2,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
5,DFU,DFU2,RAT,R10,correct,27.511808,0.145477969,19.4553525,-0.013127201,-0.745953719,0.560422639,-0.213367735,-0.517591262,1,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
5,DFU,DFU12,RAT,R3,correct,31.8097336,0.080433081,20.0052088,-0.138872054,-0.989012116,-1.014909091,-0.331812712,-0.750690005,4,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
5,DFU,DFU4,RAT,R8,correct,45.7042417,0,20.0044468,-0.279128294,-1.187726185,-1.282587104,-0.462949002,-0.909581909,4,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
5,DFU,DFU7,Insight,I8,correct,28.8437328,0.25,108.0828794,-1.81471401,-1.552614767,-0.716580354,-2.038925212,-2.024837096,7,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
6,DFU,DFU1,Insight,I10,correct,19.817591,0.5,119.4209582,-1.632515874,-1.36907398,0.597448798,-1.886623587,-1.728841576,7,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
6,DFU,DFU8,Insight,I11,correct,13.054084,0.75,25.5339737,0.905078161,0.948639036,0.899890691,0.635463109,0.493018108,4,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
6,DFU,DFU6,RAT,R6,correct,27.9296522,0,18.2224227,-0.239238822,-0.921099889,-0.832768641,-0.422815843,-0.570946381,6,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
6,DFU,DFU11,RAT,R5,correct,15.0206946,0,19.5726147,-0.269462008,-1.123115503,-1.18158912,-0.453223664,-0.827521464,5,19,Man,ASO/doorstroomfinaliteit,1.5,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
1,DFU,DFU4,Insight,I8,correct,73.4199562,0,120.0123053,-2.517740392,-2.208066531,-1.551417222,-1.997596757,-1.623226857,7,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
1,DFU,DFU2,RAT,R6,incorrect,-38.136364,0.103117955,20.0059338,-0.099326425,-0.933044286,-0.860089021,0.147980416,-1.018697041,7,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
1,DFU,DFU12,Insight,I12,incorrect,-34.9429778,0,45.0696776,-0.840197492,-0.688081939,-1.009161028,-0.547251632,-0.077366496,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
1,DFU,DFU6,RAT,R3,correct,34.5617511,0.051622111,15.6681046,-0.092034361,-0.411314775,-0.346707864,0.126967998,-0.33063531,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
2,DFU,DFU9,RAT,R9,correct,29.6138107,0.04537633,15.7850946,-0.105545594,-0.444258185,-0.807153383,0.111973472,-0.370251373,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
2,DFU,DFU3,Insight,I5,correct,29.2965414,0,61.6693755,-1.211771137,-1.024756617,-0.729551736,-0.868501256,-0.419772625,7,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
2,DFU,DFU8,Insight,I10,incorrect,48.716911,0.25,108.5448859,-1.825055731,-1.561985172,-0.028497375,-1.266108814,-0.944359655,6,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
2,DFU,DFU10,RAT,R12,incorrect,51.6641794,0.061409231,19.0508437,-0.150686322,-0.893246457,-0.721034602,0.081451307,-0.950975475,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
3,F,F8,RAT,R10,correct,45.1991917,0.075084197,20.0135387,-0.148386834,-1.00348071,-0.690898096,0.090693493,-1.097480416,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
3,F,F12,RAT,R1,correct,40.9902478,0.119227567,9.0048835,0.175019829,0.752754393,0.787469075,0.393716255,1.130952307,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
3,F,F9,Insight,I1,correct,39.4238916,0.25,60.1858201,-0.7425689,-0.58116775,-1.505699931,-0.330228428,0.053154913,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
3,F,F4,RAT,R7,correct,42.8324509,0,17.4639946,-0.222261893,-0.807623941,-0.713371364,-0.01300605,-0.816699235,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
4,DFU,DFU7,RAT,R4,correct,49.3880252,0.101738487,13.5781198,0.042150332,0.0252747,-0.287753935,0.269564526,0.207554574,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
4,DFU,DFU1,RAT,R11,incorrect,48.8435779,0.143222059,13.5514607,0.115093398,0.131809535,1.06057946,0.354634254,0.327084096,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
4,DFU,DFU5,Insight,I6,incorrect,44.9161801,0.25,103.1568269,-1.704447468,-1.452704688,-3.225243053,-1.161835114,-0.833218812,6,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
4,DFU,DFU11,Insight,I4,incorrect,52.5096197,0,92.2282893,-1.895812923,-1.644551779,-1.9028815,-1.459899943,-1.050118997,7,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
5,F,F3,Insight,I3,correct,47.977291,1,13.2200514,1.61671125,1.611889147,0.685467875,2.107373744,2.348907198,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
5,F,F1,RAT,R5,correct,58.5341065,1,9.3706537,1.702877561,2.875269997,2.476987035,2.181870133,3.490471547,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
5,F,F2,RAT,R2,correct,22.7908265,0.095504227,19.1887201,-0.094311771,-0.829593741,-0.917504313,0.148277074,-0.883312821,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
5,F,F7,Insight,I9,incorrect,52.2717527,1,29.5945727,1.250178039,1.279781496,2.244414101,1.790481904,2.011145844,6,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
6,F,F5,Insight,I2,correct,23.2284625,0,84.2396752,-1.716992894,-1.482526898,-1.184053298,-1.305298378,-0.885335852,5,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
6,F,F10,Insight,I7,correct,22.1430847,0.25,95.8186072,-1.540186102,-1.30387109,-1.833835221,-1.019820462,-0.681851516,5,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
6,F,F11,RAT,R8,correct,33.817976,0.106668685,13.1034494,0.061373668,0.108482142,0.139402155,0.288799664,0.311989148,5,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
6,F,F6,Insight,I11,correct,38.850002,1,25.1879257,1.34881802,1.369157005,1.350877711,1.875762594,2.102042856,2,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
1,F,F7,Insight,I2,correct,49.3106463,0,110.0220451,-2.294114792,-2.005444311,-1.747093875,-2.109386967,-1.68163132,1,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
1,F,F12,Insight,I3,correct,44.9893674,1,11.0733378,1.664764064,1.655428741,0.749831562,1.52452694,1.725736131,6,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
1,F,F1,RAT,R3,correct,32.5144511,1,17.4194329,1.522710774,1.671012332,0.987427389,1.394411065,0.981772803,3,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
1,F,F9,Insight,I7,correct,26.4351123,0.5,19.6013901,0.601881464,0.655464125,0.595374434,0.547104175,0.798211543,2,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
2,DFU,DFU2,RAT,R10,incorrect,46.037839,0.105780751,16.8364416,-0.023735515,-0.452242781,0.328882184,-0.028982013,-0.498772711,1,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
2,DFU,DFU5,Insight,I6,correct,36.1276278,1,16.629282,1.540397798,1.542743213,1.104610708,1.410611764,1.620420224,2,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
2,DFU,DFU12,RAT,R7,correct,32.9402645,0.066316007,20.0038041,-0.163460437,-1.023698914,-0.913429379,-0.157269794,-1.096025121,2,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
2,DFU,DFU7,Insight,I9,correct,39.6879563,1,48.0623962,0.836787594,0.905217539,1.716413714,0.76612928,1.024588659,6,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
3,DFU,DFU11,RAT,R4,correct,28.3546667,1,7.9216156,1.735313354,3.092074956,2.19491632,1.589147637,2.563937037,1,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
3,DFU,DFU6,RAT,R8,correct,41.4883735,0.106669971,11.318609,0.101328425,0.375532991,0.392769973,0.08557907,0.421967042,4,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
3,DFU,DFU4,Insight,I1,correct,34.2306254,1,72.3965191,0.29208378,0.411673437,-0.170339465,0.267199524,0.563322288,7,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
3,DFU,DFU9,Insight,I8,correct,23.682394,0,102.3155125,-2.121608977,-1.8491406,-0.908850003,-1.951377638,-1.535549855,6,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
4,F,F3,Insight,I11,correct,29.4932785,1,15.338263,1.569296435,1.56892763,1.577512489,1.43708191,1.644892183,7,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
4,F,F4,RAT,R2,correct,48.8725223,0.071055831,19.930667,-0.153557175,-1.001039449,-1.117780015,-0.148162165,-1.075479386,5,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
4,F,F5,RAT,R6,correct,47.3227252,0,20.0004358,-0.27903851,-1.187126059,-1.100427736,-0.263647152,-1.212464633,6,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
4,F,F2,RAT,R5,correct,32.2344202,1,8.2230211,1.728566584,3.04697869,2.65911088,1.58296783,2.513728343,6,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
5,DFU,DFU10,RAT,R9,correct,32.511554,0.100785345,17.0702795,-0.037681691,-0.499578077,-0.90039728,-0.041794783,-0.546539208,3,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
5,DFU,DFU1,RAT,R12,correct,24.1155231,0,20.0033985,-0.279104829,-1.187569338,-1.094361829,-0.263707897,-1.212958165,7,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
5,DFU,DFU8,Insight,I10,correct,34.313307,0.25,52.0088078,-0.559531698,-0.415321781,1.301385274,-0.518639531,-0.199023856,3,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
5,DFU,DFU3,Insight,I4,correct,22.1377124,0,119.796194,-2.512902878,-2.203683367,-2.474578096,-2.309789248,-1.866905563,2,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
6,F,F6,Insight,I5,correct,37.70591,0,73.2879721,-1.471846008,-1.260404717,-0.993042469,-1.356217349,-0.985317233,6,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
6,F,F10,RAT,R1,correct,31.4094284,0.119227567,16.2018338,0.013920689,-0.324052704,-0.165021408,0.00561355,-0.369334482,5,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
6,F,F11,RAT,R11,correct,30.9897387,0.144500852,17.0727954,0.038500751,-0.39189113,0.572482995,0.028323104,-0.469831518,7,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
6,F,F8,Insight,I12,correct,20.0903946,0,79.7993133,-1.617598226,-1.392467584,-2.002825599,-1.489721313,-1.108743204,6,19,Vrouw,ASO/doorstroomfinaliteit,5.5,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
1,DFU,DFU3,Insight,I6,correct,36.9901462,1,23.2732951,1.391675804,1.407989497,0.88829251,0.988890876,0.999409904,2,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
1,DFU,DFU6,RAT,R12,correct,-6.6542853,0,20.0065679,-0.279175774,-1.188043544,-1.09490993,-0.435534505,-1.052355118,6,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
1,DFU,DFU7,RAT,R9,correct,23.4384999,0,20.0150185,-0.279364935,-1.189307922,-1.544625135,-0.435707573,-1.053420805,6,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
1,DFU,DFU1,Insight,I11,correct,25.5861048,0.25,111.3563293,-1.887988097,-1.6190068,-1.960879106,-1.933546764,-1.709519333,7,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
2,F,F12,Insight,I4,correct,29.4418108,1,9.821515,1.692785318,1.680818181,1.272083751,1.264383501,1.227778303,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
2,F,F3,RAT,R2,correct,30.0900237,0.042434676,15.9989427,-0.115462619,-0.483525797,-0.535597322,-0.29017427,-0.476129637,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
2,F,F7,RAT,R3,incorrect,41.0747951,0.116132238,13.3866808,0.071537916,0.089498693,0.141190911,-0.126767877,-0.023686062,7,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
2,F,F10,Insight,I7,correct,37.3513091,1,18.2057844,1.505108798,1.510768629,1.502274929,1.092673559,1.085440102,7,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
3,DFU,DFU9,RAT,R11,correct,34.875338,0.065356476,9.1718551,0.077332431,0.594604452,0.584669427,-0.116171509,0.423081089,5,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
3,DFU,DFU11,Insight,I1,correct,27.0828933,1,20.7523505,1.448105541,1.459119236,1.240582841,1.040519853,1.042207517,2,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
3,DFU,DFU8,RAT,R6,correct,32.5326041,0,20.0061104,-0.279165533,-1.187975093,-1.10128198,-0.435525135,-1.052297424,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
3,DFU,DFU5,Insight,I5,correct,33.816624,0,27.4183852,-0.445084574,-0.330078847,0.047204599,-0.587328616,-0.689040199,3,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
4,F,F8,Insight,I3,incorrect,36.3273809,1,13.0567581,1.620366466,1.615201058,0.690363805,1.198125682,1.172854175,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
4,F,F5,RAT,R5,incorrect,27.1448832,1,13.3456669,1.613899427,2.280528857,1.846171312,1.192208826,1.456848404,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
4,F,F6,RAT,R1,incorrect,39.7380136,0,20.0047252,-0.279134526,-1.187767839,-1.157704119,-0.435496767,-1.052122739,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
4,F,F2,RAT,R4,correct,30.22063,1,5.2558215,1.794985454,3.490930844,2.594201225,1.357888961,2.477041478,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
5,DFU,DFU12,RAT,R7,correct,40.0104266,1,5.4036275,1.791676911,3.468816123,3.489548628,1.354861892,2.45840198,2,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
5,DFU,DFU2,RAT,R8,correct,27.5902975,0,20.0056591,-0.279155431,-1.187907569,-1.282759193,-0.435515893,-1.052240511,7,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
5,DFU,DFU10,Insight,I9,correct,28.1546229,0.75,68.9535697,-0.06684179,0.068003824,0.460939874,-0.319473718,-0.180615641,7,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
5,DFU,DFU4,Insight,I12,correct,39.9256747,1,8.7854801,1.715976298,1.701831017,1.466339472,1.285601509,1.245366877,5,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
